F_test_GHz,F_true_GHz,F_pred_GHz,Residual(MHz)
2.9933655,2.9933655,2.9358237,-57.541847
4.0870953,4.000748,3.999489,-1.2590885
5.12326,5.008131,5.0147114,6.580353
6.1018605,6.0155134,5.9800973,-35.416126
7.1380253,6.994114,7.0083394,14.225483
8.116626,8.001496,7.983056,-18.440247
9.095226,8.980097,8.958339,-21.75808
10.131392,9.987479,9.988519,1.039505
11.167556,10.994862,11.014198,19.3367
12.203721,12.002245,12.035536,33.290863
13.182322,12.9808445,12.998158,17.313957
14.218487,13.988228,14.018331,30.10273
15.197086,14.99561,14.98454,-11.070251
16.233252,16.002993,16.00927,6.2770844
17.211851,17.010376,16.973778,-36.598206
18.248016,17.988976,17.985218,-3.7574768
19.226618,18.996359,18.930922,-65.43732
20.320347,20.00374,19.987667,-16.073227
21.356512,20.982342,21.002062,19.720078
22.392677,21.989723,22.03441,44.68727
23.371277,22.997107,23.022509,25.40207
24.349878,24.00449,24.018063,13.572693
25.328478,25.011871,25.017082,5.2108765
26.307077,25.990473,26.017223,26.750565
27.228113,26.997854,26.95849,-39.36386
28.264278,27.976456,28.016806,40.34996
29.185314,28.983837,28.956818,-27.0195
30.163914,29.99122,29.954811,-36.409378
31.257645,30.998602,31.069334,70.73212
32.17868,32.005985,32.007217,1.2321472
33.15728,32.984585,33.00312,18.535614
34.193443,33.99197,34.057,65.029144
35.11448,34.99935,34.993305,-6.046295
36.150646,36.006733,36.046158,39.424896
37.129246,37.014114,37.040077,25.96283
38.107845,38.0215,38.03359,12.088776
39.086445,39.0001,39.026722,26.622772
40.06505,40.00748,40.019493,12.012482
