F_test_GHz,F_true_GHz,F_pred_GHz,Residual(MHz)
40.98154,40.0,40.036892,36.891937
41.8541,41.0,40.940742,-59.257507
42.843002,42.0,41.96439,-35.6102
43.831905,43.0,42.987194,-12.805939
44.820805,44.0,44.009083,9.082794
45.635193,45.0,44.849922,-150.07782
46.740437,46.0,45.989998,-10.002136
47.72934,47.0,47.009,8.998871
48.77641,48.0,48.086826,86.826324
49.70714,49.0,49.043938,43.937683
50.63787,50.0,50.00015,0.1487732
51.626774,51.0,51.01515,15.148163
52.557503,52.0,51.969536,-30.464172
53.430065,53.0,52.863495,-136.50513
54.535305,54.0,53.99478,-5.218506
55.58238,55.0,55.06547,65.47165
56.454937,56.0,55.956947,-43.052673
57.50201,57.0,57.025837,25.836945
58.43274,58.0,57.975174,-24.82605
59.363472,59.0,58.92381,-76.19095
60.410545,60.0,59.99021,-9.788513
61.515785,61.0,61.114967,114.96735
62.388348,62.0,62.00232,2.319336
63.435417,63.0,63.066452,66.45203
64.307976,64.0,63.95269,-47.309875
65.41322,65.0,65.074585,74.58496
66.51846,66.0,66.19576,195.76263
67.216515,67.0,66.90353,-96.473694
68.26358,68.0,67.96468,-35.316467
69.19431,69.0,68.907486,-92.51404
70.29956,70.0,70.02652,26.519775
71.28846,71.0,71.02729,27.290344
72.33553,72.0,72.08647,86.47156
73.14992,73.0,72.90997,-90.026855
74.19699,74.0,73.96838,-31.61621
75.244064,75.0,75.02639,26.390076
76.1748,76.0,75.966515,-33.485413
77.10552,77.0,76.90634,-93.65845
78.21077,78.0,78.02203,22.033691
79.141495,79.0,78.961266,-38.734436
80.07223,80.0,79.90024,-99.76196
81.177475,81.0,81.014946,14.945984
82.22454,82.0,82.07066,70.66345
83.21345,83.0,83.06747,67.466736
84.14417,84.0,84.00539,5.3863525
85.24942,85.0,85.11888,118.881226
86.180145,86.0,86.05632,56.32019
87.28539,87.0,87.16925,169.25049
87.98344,88.0,87.872,-127.99835
89.14685,89.0,89.04299,42.99164
90.193924,90.0,90.0966,96.60339
90.95014,91.0,90.85739,-142.60864
92.28807,92.0,92.20307,203.0716
93.16063,93.0,93.08047,80.467224
94.09136,94.0,94.016174,16.174316
95.02209,95.0,94.951675,-48.324585
95.95282,96.0,95.88699,-113.00659
96.99989,97.0,96.938995,-61.00464
98.04697,98.0,97.99077,-9.231567
99.09404,99.0,99.042305,42.304993
100.08294,100.0,100.03521,35.209656
101.01367,101.0,100.96953,-30.471802
101.9444,102.0,101.90366,-96.336365
104.03854,104.0,104.00485,4.852295
105.02744,105.0,104.996796,-3.2043457
105.9,106.0,105.87188,-128.12042
107.063416,107.0,107.03846,38.459778
107.93598,108.0,107.91324,-86.761475
108.98305,109.0,108.96279,-37.208557
