F_test_GHz,F_true_GHz,F_pred_GHz,Residual(MHz)
202.13977,202.0,202.17761,177.6123
205.16464,205.0,205.18951,189.51416
214.00659,214.0,213.99867,-1.3275146
217.78769,218.0,217.76793,-232.07092
226.22243,226.0,226.1805,180.49622
227.03682,227.0,226.99304,-6.958008
229.82901,230.0,229.77924,-220.76416
237.74022,238.0,237.67632,-323.6847
243.90631,244.0,243.83403,-165.96985
249.14168,249.0,249.06387,63.87329
250.13057,250.0,250.05188,51.879883
255.07509,255.0,254.99263,-7.369995
259.84506,260.0,259.75995,-240.05127
264.2079,264.0,264.12112,121.12427
271.1302,271.0,271.04214,42.144775
272.2936,272.0,272.20547,205.47485
282.997,283.0,282.90997,-90.026855
284.1604,284.0,284.07364,73.638916
290.26834,290.0,290.18353,183.53271
298.00504,298.0,297.92365,-76.35498
300.2155,300.0,300.13528,135.28442
306.32343,306.0,306.2467,246.7041
314.35098,314.0,314.2795,279.5105
319.12097,319.0,319.05286,52.856445
320.1099,320.0,320.0425,42.510986
320.9243,321.0,320.85748,-142.51709
333.02377,333.0,332.96628,-33.721924
335.23425,335.0,335.1785,178.49731
344.13437,344.0,344.08582,85.81543
348.96252,349.0,348.91788,-82.1228
350.06778,350.0,350.02405,24.047852
356.1757,356.0,356.13693,136.93237
365.0758,365.0,365.04425,44.25049
366.23923,366.0,366.2086,208.58765
376.94263,377.0,376.92044,-79.559326
378.04788,378.0,378.02655,26.550293
382.99237,383.0,382.97482,-25.177002
385.95908,386.0,385.94376,-56.243896
390.9036,391.0,390.89197,-108.03223
395.90625,396.0,395.8983,-101.71509
403.9338,404.0,403.93155,-68.45093
405.27173,405.0,405.27042,270.41626
415.80063,416.0,415.80655,-193.45093
418.8255,419.0,418.83344,-166.56494
420.16342,420.0,420.17227,172.27173
421.85037,422.0,421.86035,-139.64844
433.01913,433.0,433.03644,36.43799
435.75317,436.0,435.77225,-227.75269
442.73364,443.0,442.75726,-242.73682
445.87488,446.0,445.90054,-99.45679
450.12134,450.0,450.14978,149.78027
457.6835,458.0,457.71692,-283.08105
465.01303,465.0,465.05142,51.42212
468.15424,468.0,468.1948,194.7937
471.06277,471.0,471.10538,105.3772
475.71643,476.0,475.7624,-237.60986
482.81323,483.0,482.86447,-135.52856
483.86032,484.0,483.91238,-87.61597
494.7964,495.0,494.85724,-142.76123
496.83237,497.0,496.89496,-105.041504
503.75467,504.0,503.82336,-176.63574
506.72137,507.0,506.79282,-207.18384
512.7711,513.0,512.8484,-151.61133
513.99274,514.0,514.0712,71.22803
522.7183,523.0,522.80597,-194.03076
526.0922,526.0,526.1836,183.59375
529.93146,530.0,530.0273,27.282715
534.93414,535.0,535.036,36.010742
543.89246,544.0,544.0059,5.92041
548.9533,549.0,549.0738,73.791504
551.7455,552.0,551.87,-130.00488
553.0252,553.0,553.1516,151.61133
560.9946,561.0,561.13324,133.23975
568.9058,569.0,569.0575,57.495117
571.0,571.0,571.15533,155.33447
573.734,574.0,573.89417,-105.83496
582.8086,583.0,582.9856,-14.404297
587.9858,588.0,588.173,172.97363
589.61456,590.0,589.80505,-194.94629
592.5813,593.0,592.77795,-222.0459
601.8886,602.0,602.10535,105.34668
607.64746,608.0,607.8774,-122.61963
609.74164,610.0,609.9765,-23.498535
614.7443,615.0,614.9912,-8.7890625
621.6666,622.0,621.93085,-69.15283
625.8549,626.0,626.13,130.00488
636.90735,637.0,637.21246,212.46338
638.5943,639.0,638.9042,-95.825195
640.63025,641.0,640.9459,-54.07715
642.84076,643.0,643.1628,162.78076
649.5304,650.0,649.87213,-127.86865
658.605,659.0,658.9745,-25.512695
659.65204,660.0,660.02484,24.841309
661.6299,662.0,662.0089,8.911133
674.54376,675.0,674.9649,-35.095215
677.74316,678.0,678.1751,175.10986
685.5962,686.0,686.0551,55.114746
686.64325,687.0,687.10583,105.83496
692.57666,693.0,693.0602,60.180664
698.6846,699.0,699.1901,190.12451
699.5571,700.0,700.06586,65.85693
702.3493,703.0,702.8682,-131.7749
711.4821,712.0,712.03503,35.03418
716.25214,717.0,716.8232,-176.81885
724.10516,725.0,724.7064,-293.5791
726.1411,727.0,726.7503,-249.69482
730.27124,731.0,730.8966,-103.393555
737.3681,738.0,738.0216,21.606445
