F_test_GHz,F_true_GHz,F_pred_GHz,Residual(MHz)
202.13977,202.0,202.13708,137.08496
205.16464,205.0,205.157,156.99768
214.00659,214.0,213.98642,-13.580322
217.78769,218.0,217.76297,-237.03003
226.22243,226.0,226.1891,189.10217
227.03682,227.0,227.00278,2.7770996
229.82901,230.0,229.79259,-207.41272
237.74022,238.0,237.69801,-301.9867
243.90631,244.0,243.86047,-139.52637
249.14168,249.0,249.09328,93.27698
250.13057,250.0,250.08174,81.74133
255.07509,255.0,255.0243,24.307251
259.84506,260.0,259.79272,-207.27539
264.2079,264.0,264.1544,154.38843
271.1302,271.0,271.07526,75.25635
272.2936,272.0,272.2385,238.49487
282.997,283.0,282.9408,-59.2041
284.1604,284.0,284.10413,104.12598
290.26834,290.0,290.21194,211.94458
298.00504,298.0,297.94888,-51.116943
300.2155,300.0,300.15952,159.51538
306.32343,306.0,306.26804,268.0359
314.35098,314.0,314.29672,296.7224
319.12097,319.0,319.06757,67.56592
320.1099,320.0,320.05667,56.671143
320.9243,321.0,320.87125,-128.75366
333.02377,333.0,332.97363,-26.367188
335.23425,335.0,335.18472,184.7229
344.13437,344.0,344.08762,87.61597
348.96252,349.0,348.91748,-82.51953
350.06778,350.0,350.02313,23.132324
356.1757,356.0,356.1334,133.39233
365.0758,365.0,365.03735,37.353516
366.23923,366.0,366.20132,201.32446
376.94263,377.0,376.91,-89.99634
378.04788,378.0,378.01587,15.869141
382.99237,383.0,382.96307,-36.92627
385.95908,386.0,385.9315,-68.51196
390.9036,391.0,390.87897,-121.032715
395.90625,396.0,395.8848,-115.20386
403.9338,404.0,403.9178,-82.214355
405.27173,405.0,405.25665,256.65283
415.80063,416.0,415.7935,-206.51245
418.8255,419.0,418.82077,-179.22974
420.16342,420.0,420.1598,159.79004
421.85037,422.0,421.84814,-151.85547
433.01913,433.0,433.02673,26.733398
435.75317,436.0,435.7633,-236.69434
442.73364,443.0,442.75058,-249.42017
445.87488,446.0,445.895,-105.01099
450.12134,450.0,450.1459,145.90454
457.6835,458.0,457.71634,-283.6609
465.01303,465.0,465.05438,54.382324
468.15424,468.0,468.19937,199.37134
471.06277,471.0,471.1115,111.51123
475.71643,476.0,475.77106,-228.94287
482.81323,483.0,482.87723,-122.77222
483.86032,484.0,483.92575,-74.24927
494.7964,495.0,494.8773,-122.71118
496.83237,497.0,496.91626,-83.740234
503.75467,504.0,503.84906,-150.93994
506.72137,507.0,506.82043,-179.56543
512.7711,513.0,512.8799,-120.11719
513.99274,514.0,514.1035,103.515625
522.7183,523.0,522.8439,-156.12793
526.0922,526.0,526.2237,223.69385
529.93146,530.0,530.06976,69.76318
534.93414,535.0,535.0816,81.604004
543.89246,544.0,544.0569,56.884766
548.9533,549.0,549.1277,127.68555
551.7455,552.0,551.9255,-74.523926
553.0252,553.0,553.20776,207.76367
560.9946,561.0,561.19366,193.66455
568.9058,569.0,569.12177,121.76514
571.0,571.0,571.2205,220.52002
573.734,574.0,573.9606,-39.42871
582.8086,583.0,583.0557,55.725098
587.9858,588.0,588.245,244.99512
589.61456,590.0,589.8776,-122.37549
592.5813,593.0,592.8514,-148.6206
601.8886,602.0,602.1814,181.39648
607.64746,608.0,607.95465,-45.34912
609.74164,610.0,610.05414,54.138184
614.7443,615.0,615.06964,69.64111
621.6666,622.0,622.01,10.009766
625.8549,626.0,626.2094,209.41162
636.90735,637.0,637.29193,291.93115
638.5943,639.0,638.9835,-16.479492
640.63025,641.0,641.02515,25.146484
642.84076,643.0,643.2418,241.82129
649.5304,650.0,649.9504,-49.621582
658.605,659.0,659.05115,51.14746
659.65204,660.0,660.10126,101.257324
661.6299,662.0,662.0849,84.8999
674.54376,675.0,675.0372,37.17041
677.74316,678.0,678.2463,246.27686
685.5962,686.0,686.1233,123.291016
686.64325,687.0,687.1736,173.58398
692.57666,693.0,693.1254,125.427246
698.6846,699.0,699.2525,252.50244
699.5571,700.0,700.1278,127.80762
702.3493,703.0,702.92883,-71.16699
711.4821,712.0,712.09076,90.75928
716.25214,717.0,716.87616,-123.84033
724.10516,725.0,724.75476,-245.23926
726.1411,727.0,726.79736,-202.63672
730.27124,731.0,730.94104,-58.95996
737.3681,738.0,738.0614,61.401367
