F_test_GHz,F_true_GHz,F_pred_GHz,Residual(MHz)
3.2811892,3.194842,3.2286286,33.786537
3.6265774,3.5114481,3.5643973,52.94919
4.4324837,4.374919,4.3366475,-38.271427
4.9505663,4.8066545,4.847884,41.229725
5.814037,5.6989074,5.6991267,0.2193451
5.756472,5.6125603,5.642543,29.982567
6.9653316,6.8214197,6.8358216,14.401913
6.1018605,6.0155134,5.982202,-33.311367
7.4834137,7.368284,7.3502984,-17.98582
8.001496,7.886367,7.865557,-20.80965
8.116626,8.001496,7.9801707,-21.325588
8.634708,8.490796,8.496673,5.876541
9.555744,9.38305,9.419411,36.36074
9.095226,8.980097,8.957311,-22.78614
10.24652,10.102609,10.107592,4.9829483
10.304085,10.188955,10.164229,-24.725914
11.512944,11.397815,11.341937,-55.877686
11.4553795,11.311468,11.285654,-25.814056
12.952063,12.779368,12.763517,-15.851021
12.203721,12.002245,12.021734,19.489288
13.815534,13.614057,13.618022,3.9653778
13.182322,12.9808445,12.991826,10.98156
14.621439,14.39118,14.410566,19.386292
15.081957,14.880481,14.862192,-18.288612
15.197086,14.99561,14.975112,-20.498276
15.312216,15.081957,15.088071,6.114006
16.521074,16.290815,16.279684,-11.131287
16.751333,16.492292,16.508186,15.893936
18.132887,17.902628,17.889338,-13.290405
17.614805,17.384546,17.369429,-15.117645
18.248016,17.988976,18.005173,16.197205
18.88123,18.593405,18.64014,46.735764
19.802265,19.485659,19.495068,9.408951
19.917395,19.600788,19.598314,-2.4738312
21.126253,20.809647,20.762695,-46.951294
21.011124,20.694517,20.648266,-46.251297
21.644335,21.298946,21.280203,-18.743515
21.93216,21.586771,21.568626,-18.144608
22.968325,22.594152,22.606066,11.9133
22.450241,22.07607,22.0877,11.629105
23.774231,23.400059,23.412563,12.504578
23.831795,23.486406,23.470236,-16.170502
25.213348,24.896742,24.878403,-18.339157
24.925524,24.580135,24.580347,0.2117157
25.501171,25.184566,25.176851,-7.715225
25.328478,25.011871,24.997808,-14.062881
26.882725,26.594902,26.598051,3.1490326
26.537336,26.278296,26.244625,-33.670425
27.861326,27.602283,27.595255,-7.0285797
27.573502,27.31446,27.302448,-12.012482
28.264278,27.976456,28.004719,28.263092
29.012619,28.78236,28.764286,-18.074036
29.760962,29.50192,29.523531,21.61026
30.048784,29.818525,29.81562,-2.904892
30.739561,30.59565,30.51704,-78.60947
30.279043,30.10635,30.049355,-56.99539
31.603033,31.401556,31.394825,-6.7310333
31.545467,31.315208,31.336271,21.06285
32.6392,32.495285,32.44948,-45.806885
32.869457,32.696762,32.683968,-12.794495
33.560234,33.41632,33.387516,-28.80478
33.848057,33.67536,33.680645,5.2833557
34.48127,34.308575,34.32538,16.803741
34.538834,34.39492,34.383976,-10.944366
35.45987,35.315956,35.32106,5.104065
35.747692,35.60378,35.613693,9.914398
36.611164,36.496033,36.49093,-5.104065
36.150646,36.006733,36.023197,16.464233
37.992718,37.90637,37.892357,-14.011383
37.474632,37.388287,37.367126,-21.160126
38.395668,38.309322,38.300625,-8.69751
38.28054,38.222977,38.184,-38.978577
40.00748,39.921135,39.93175,10.6163025
39.144012,39.086445,39.058308,-28.137207
