Fexperiment_GHz,Fstandard_GHz
377.29,379.81
377.9,380.41
378.5,381.02
379.11,381.62
379.71,382.23
380.32,382.84
380.92,383.44
381.53,384.05
382.13,384.66
382.74,385.26
383.34,385.87
383.95,386.48
384.55,387.08
385.16,387.69
385.76,388.3
386.37,388.9
386.97,389.51
387.58,390.11
388.18,390.72
388.79,391.33
389.4,391.93
390,392.54
390.61,393.15
391.21,393.75
391.82,394.36
392.42,394.97
393.03,395.57
393.63,396.18
394.24,396.78
394.84,397.39
395.45,398
396.05,398.6
396.66,399.21
397.26,399.82
397.87,400.42
398.47,401.03
399.08,401.64
399.68,402.24
400.29,402.85
400.89,403.45
401.5,404.06
402.1,404.67
402.71,405.27
403.31,405.88
403.92,406.49
404.52,407.09
405.13,407.7
405.73,408.31
406.34,408.91
406.94,409.52
407.55,410.12
408.15,410.73
408.76,411.34
409.36,411.94
409.97,412.55
410.57,413.16
411.18,413.76
411.78,414.37
412.39,414.97
412.99,415.58
413.6,416.19
414.2,416.79
414.81,417.4
415.41,418.01
416.02,418.61
416.62,419.22
417.23,419.82
417.83,420.43
418.44,421.04
419.04,421.64
419.65,422.25
420.25,422.86
420.86,423.46
421.46,424.07
422.07,424.67
422.67,425.28
423.28,425.89
423.88,426.49
424.49,427.1
425.09,427.7
425.7,428.31
426.3,428.92
426.91,429.52
427.51,430.13
428.12,430.74
428.72,431.34
429.33,431.95
429.93,432.55
430.54,433.16
431.14,433.77
431.75,434.37
432.35,434.98
432.96,435.58
433.56,436.19
434.17,436.8
434.77,437.4
435.38,438.01
435.98,438.62
436.59,439.22
437.19,439.83
437.8,440.43
438.4,441.04
439.01,441.65
439.61,442.25
440.22,442.86
440.82,443.46
441.43,444.07
442.03,444.68
442.64,445.28
443.24,445.89
443.85,446.49
444.45,447.1
445.06,447.71
445.66,448.31
446.27,448.92
446.87,449.52
447.48,450.13
448.08,450.74
448.69,451.34
449.29,451.95
449.9,452.55
450.5,453.16
451.1,453.77
451.71,454.37
452.31,454.98
452.92,455.58
453.52,456.19
454.13,456.8
454.73,457.4
455.34,458.01
455.94,458.61
456.55,459.22
457.15,459.83
457.76,460.43
458.36,461.04
458.97,461.64
459.57,462.25
460.18,462.86
460.78,463.46
461.39,464.07
461.99,464.67
462.6,465.28
463.2,465.89
463.8,466.49
464.41,467.1
465.01,467.7
465.62,468.31
466.22,468.92
466.83,469.52
467.43,470.13
468.04,470.73
468.64,471.34
469.25,471.95
469.85,472.55
470.46,473.16
471.06,473.76
471.67,474.37
472.27,474.97
472.88,475.58
473.48,476.19
474.08,476.79
474.69,477.4
475.29,478
475.9,478.61
476.5,479.22
477.11,479.82
477.71,480.43
478.32,481.03
478.92,481.64
479.53,482.25
480.13,482.85
480.74,483.46
481.34,484.06
481.94,484.67
482.55,485.27
483.15,485.88
483.76,486.49
484.36,487.09
484.97,487.7
485.57,488.3
486.18,488.91
486.78,489.51
487.39,490.12
487.99,490.73
488.59,491.33
489.2,491.94
489.8,492.54
490.41,493.15
491.01,493.76
491.62,494.36
492.22,494.97
492.83,495.57
493.43,496.18
494.04,496.78
494.64,497.39
495.24,498
495.85,498.6
496.45,499.21
497.06,499.81
497.66,500.42
498.27,501.02
498.87,501.63
499.48,502.24
500.08,502.84
500.69,503.45
501.29,504.05
501.89,504.66
502.5,505.26
503.1,505.87
503.71,506.48
504.31,507.08
504.92,507.69
505.52,508.29
506.13,508.9
506.73,509.5
507.33,510.11
507.94,510.71
508.54,511.32
509.15,511.93
509.75,512.53
510.36,513.14
510.96,513.74
511.57,514.35
512.17,514.95
512.77,515.56
513.38,516.17
513.98,516.77
514.59,517.38
515.19,517.98
515.8,518.59
516.4,519.19
517.01,519.8
517.61,520.4
518.21,521.01
518.82,521.62
519.42,522.22
520.03,522.83
520.63,523.43
521.24,524.04
521.84,524.64
522.44,525.25
523.05,525.85
523.65,526.46
524.26,527.07
524.86,527.67
525.47,528.28
526.07,528.88
526.67,529.49
527.28,530.09
527.88,530.7
528.49,531.3
529.09,531.91
529.7,532.52
530.3,533.12
530.9,533.73
531.51,534.33
532.11,534.94
532.72,535.54
533.32,536.15
533.93,536.75
534.53,537.36
535.13,537.97
535.74,538.57
536.34,539.18
536.95,539.78
537.55,540.39
538.16,540.99
538.76,541.6
539.36,542.2
539.97,542.81
540.57,543.41
541.18,544.02
541.78,544.63
542.39,545.23
542.99,545.84
543.59,546.44
544.2,547.05
544.8,547.65
545.41,548.26
546.01,548.86
546.62,549.47
547.22,550.07
547.82,550.68
548.43,551.28
549.03,551.89
549.64,552.5
550.24,553.1
550.84,553.71
551.45,554.31
552.05,554.92
552.66,555.52
553.26,556.13
553.87,556.73
554.47,557.34
555.07,557.94
555.68,558.55
556.28,559.15
556.89,559.76
557.49,560.36
558.09,560.97
558.7,561.58
559.3,562.18
559.91,562.79
560.51,563.39
561.11,564
561.72,564.6
562.32,565.21
562.93,565.81
563.53,566.42
564.14,567.02
564.74,567.63
565.34,568.23
565.95,568.84
566.55,569.44
567.16,570.05
567.76,570.66
568.36,571.26
568.97,571.87
569.57,572.47
570.18,573.08
570.78,573.68
571.38,574.29
571.99,574.89
572.59,575.5
573.2,576.1
573.8,576.71
574.4,577.31
575.01,577.92
575.61,578.52
576.22,579.13
576.82,579.73
577.42,580.34
578.03,580.94
578.63,581.55
579.24,582.15
579.84,582.76
580.44,583.36
581.05,583.97
581.65,584.58
582.26,585.18
582.86,585.79
583.46,586.39
584.07,587
584.67,587.6
585.28,588.21
585.88,588.81
586.48,589.42
587.09,590.02
587.69,590.63
588.3,591.23
588.9,591.84
589.5,592.44
590.11,593.05
590.71,593.65
591.31,594.26
591.92,594.86
592.52,595.47
593.13,596.07
593.73,596.68
594.33,597.28
594.94,597.89
595.54,598.49
596.15,599.1
596.75,599.7
597.35,600.31
597.96,600.91
598.56,601.52
599.17,602.12
599.77,602.73
600.37,603.33
600.98,603.94
601.58,604.54
602.18,605.15
602.79,605.75
603.39,606.36
604,606.96
604.6,607.57
605.2,608.17
605.81,608.78
606.41,609.38
607.02,609.99
607.62,610.59
608.22,611.2
608.83,611.8
609.43,612.41
610.03,613.01
610.64,613.62
611.24,614.22
611.85,614.83
612.45,615.43
613.05,616.04
613.66,616.64
614.26,617.25
614.86,617.85
615.47,618.46
616.07,619.06
616.68,619.67
617.28,620.27
617.88,620.88
618.49,621.48
619.09,622.09
619.69,622.69
620.3,623.3
620.9,623.9
621.51,624.51
622.11,625.11
622.71,625.72
623.32,626.32
623.92,626.93
624.52,627.53
625.13,628.14
625.73,628.74
626.34,629.35
626.94,629.95
627.54,630.56
628.15,631.16
628.75,631.77
629.35,632.37
629.96,632.98
630.56,633.58
631.16,634.19
631.77,634.79
632.37,635.4
632.98,636
633.58,636.61
634.18,637.21
634.79,637.82
635.39,638.42
635.99,639.03
636.6,639.63
637.2,640.24
637.8,640.84
638.41,641.44
639.01,642.05
639.62,642.65
640.22,643.26
640.82,643.86
641.43,644.47
642.03,645.07
642.63,645.68
643.24,646.28
643.84,646.89
644.44,647.49
645.05,648.1
645.65,648.7
646.25,649.31
646.86,649.91
647.46,650.52
648.07,651.12
648.67,651.73
649.27,652.33
649.88,652.94
650.48,653.54
651.08,654.15
651.69,654.75
652.29,655.35
652.89,655.96
653.5,656.56
654.1,657.17
654.7,657.77
655.31,658.38
655.91,658.98
656.51,659.59
657.12,660.19
657.72,660.8
658.33,661.4
658.93,662.01
659.53,662.61
660.14,663.22
660.74,663.82
661.34,664.43
661.95,665.03
662.55,665.63
663.15,666.24
663.76,666.84
664.36,667.45
664.96,668.05
665.57,668.66
666.17,669.26
666.77,669.87
667.38,670.47
667.98,671.08
668.58,671.68
669.19,672.29
669.79,672.89
670.39,673.49
671,674.1
671.6,674.7
672.2,675.31
672.81,675.91
673.41,676.52
674.01,677.12
674.62,677.73
675.22,678.33
675.82,678.94
676.43,679.54
677.03,680.15
677.63,680.75
678.24,681.35
678.84,681.96
679.44,682.56
680.05,683.17
680.65,683.77
681.25,684.38
681.86,684.98
682.46,685.59
683.06,686.19
683.67,686.8
684.27,687.4
684.87,688
685.48,688.61
686.08,689.21
686.68,689.82
687.29,690.42
687.89,691.03
688.49,691.63
689.1,692.24
689.7,692.84
690.3,693.45
690.91,694.05
691.51,694.65
692.11,695.26
692.72,695.86
693.32,696.47
693.92,697.07
694.53,697.68
695.13,698.28
695.73,698.89
696.34,699.49
696.94,700.09
697.54,700.7
698.15,701.3
698.75,701.91
699.35,702.51
699.96,703.12
700.56,703.72
701.16,704.33
701.77,704.93
702.37,705.53
702.97,706.14
703.58,706.74
704.18,707.35
704.78,707.95
705.39,708.56
705.99,709.16
706.59,709.76
707.19,710.37
707.8,710.97
708.4,711.58
709,712.18
709.61,712.79
710.21,713.39
710.81,714
711.42,714.6
712.02,715.2
712.62,715.81
713.23,716.41
713.83,717.02
714.43,717.62
715.04,718.23
715.64,718.83
716.24,719.43
716.85,720.04
717.45,720.64
718.05,721.25
718.65,721.85
719.26,722.46
719.86,723.06
720.46,723.66
721.07,724.27
721.67,724.87
722.27,725.48
722.88,726.08
723.48,726.69
724.08,727.29
724.69,727.89
725.29,728.5
725.89,729.1
726.49,729.71
727.1,730.31
727.7,730.92
728.3,731.52
728.91,732.12
729.51,732.73
730.11,733.33
730.72,733.94
731.32,734.54
731.92,735.15
732.52,735.75
733.13,736.35
733.73,736.96
734.33,737.56
734.94,738.17
735.54,738.77
736.14,739.37
736.75,739.98
737.35,740.58
737.95,741.19
738.55,741.79
739.16,742.4
739.76,743
740.36,743.6
740.97,744.21
741.57,744.81
742.17,745.42
742.78,746.02
743.38,746.62
743.98,747.23
744.58,747.83
745.19,748.44
745.79,749.04
746.39,749.65
747,750.25
747.6,750.85
748.2,751.46
748.8,752.06
749.41,752.67
750.01,753.27
750.61,753.87
751.22,754.48
751.82,755.08
752.42,755.69
753.02,756.29
753.63,756.89
754.23,757.5
754.83,758.1
755.44,758.71
756.04,759.31
756.64,759.92
757.24,760.52
757.85,761.12
758.45,761.73
759.05,762.33
759.66,762.94
760.26,763.54
760.86,764.14
761.46,764.75
762.07,765.35
762.67,765.96
763.27,766.56
763.88,767.16
764.48,767.77
765.08,768.37
765.68,768.98
766.29,769.58
766.89,770.18
767.49,770.79
768.1,771.39
768.7,772
769.3,772.6
769.9,773.2
770.51,773.81
771.11,774.41
771.71,775.02
772.32,775.62
772.92,776.22
773.52,776.83
774.12,777.43
774.73,778.04
775.33,778.64
775.93,779.24
776.53,779.85
777.14,780.45
777.74,781.06
778.34,781.66
778.95,782.26
779.55,782.87
780.15,783.47
780.75,784.07
781.36,784.68
781.96,785.28
782.56,785.89
783.16,786.49
783.77,787.09
784.37,787.7
784.97,788.3
785.57,788.91
786.18,789.51
786.78,790.11
787.38,790.72
787.99,791.32
788.59,791.93
789.19,792.53
789.79,793.13
790.4,793.74
791,794.34
791.6,794.94
792.2,795.55
792.81,796.15
793.41,796.76
794.01,797.36
794.61,797.96
795.22,798.57
795.82,799.17
796.42,799.78
797.03,800.38
797.63,800.98
798.23,801.59
798.83,802.19
799.44,802.79
800.04,803.4
800.64,804
801.24,804.61
801.85,805.21
802.45,805.81
803.05,806.42
803.65,807.02
804.26,807.62
804.86,808.23
805.46,808.83
806.06,809.44
806.67,810.04
807.27,810.64
807.87,811.25
808.47,811.85
809.08,812.45
809.68,813.06
810.28,813.66
810.88,814.27
811.49,814.87
812.09,815.47
812.69,816.08
813.29,816.68
813.9,817.28
814.5,817.89
815.1,818.49
815.7,819.1
816.31,819.7
816.91,820.3
817.51,820.91
818.11,821.51
818.72,822.11
819.32,822.72
819.92,823.32
820.52,823.92
821.13,824.53
821.73,825.13
822.33,825.74
822.93,826.34
823.54,826.94
824.14,827.55
824.74,828.15
825.34,828.75
825.95,829.36
826.55,829.96
827.15,830.56
827.75,831.17
828.36,831.77
828.96,832.38
829.56,832.98
830.16,833.58
830.76,834.19
831.37,834.79
831.97,835.39
832.57,836
833.17,836.6
833.78,837.2
834.38,837.81
834.98,838.41
835.58,839.01
836.19,839.62
836.79,840.22
837.39,840.83
837.99,841.43
838.6,842.03
839.2,842.64
839.8,843.24
840.4,843.84
841,844.45
841.61,845.05
842.21,845.65
842.81,846.26
843.41,846.86
844.02,847.46
844.62,848.07
845.22,848.67
845.82,849.27
846.43,849.88
847.03,850.48
847.63,851.09
848.23,851.69
848.83,852.29
849.44,852.9
850.04,853.5
850.64,854.1
851.24,854.71
851.85,855.31
852.45,855.91
853.05,856.52
853.65,857.12
854.26,857.72
854.86,858.33
855.46,858.93
856.06,859.53
856.66,860.14
857.27,860.74
857.87,861.34
858.47,861.95
859.07,862.55
859.68,863.15
860.28,863.76
860.88,864.36
861.48,864.96
862.08,865.57
862.69,866.17
863.29,866.77
863.89,867.38
864.49,867.98
865.09,868.58
865.7,869.19
866.3,869.79
866.9,870.4
867.5,871
868.11,871.6
868.71,872.21
869.31,872.81
869.91,873.41
870.51,874.02
871.12,874.62
871.72,875.22
872.32,875.83
872.92,876.43
873.52,877.03
874.13,877.64
874.73,878.24
875.33,878.84
875.93,879.45
876.54,880.05
877.14,880.65
877.74,881.25
878.34,881.86
878.94,882.46
879.55,883.06
880.15,883.67
880.75,884.27
881.35,884.87
881.95,885.48
882.56,886.08
883.16,886.68
883.76,887.29
884.36,887.89
884.96,888.49
885.57,889.1
886.17,889.7
886.77,890.3
887.37,890.91
887.97,891.51
888.58,892.11
889.18,892.72
889.78,893.32
890.38,893.92
890.98,894.53
891.59,895.13
892.19,895.73
892.79,896.34
893.39,896.94
893.99,897.54
894.6,898.15
895.2,898.75
895.8,899.35
896.4,899.96
897,900.56
897.61,901.16
898.21,901.76
898.81,902.37
899.41,902.97
900.01,903.57
900.62,904.18
901.22,904.78
901.82,905.38
902.42,905.99
903.02,906.59
903.63,907.19
904.23,907.8
904.83,908.4
905.43,909
906.03,909.61
906.64,910.21
907.24,910.81
907.84,911.41
908.44,912.02
909.04,912.62
909.64,913.22
910.25,913.83
910.85,914.43
911.45,915.03
912.05,915.64
912.65,916.24
913.26,916.84
913.86,917.45
914.46,918.05
915.06,918.65
915.66,919.25
916.27,919.86
916.87,920.46
917.47,921.06
918.07,921.67
918.67,922.27
919.27,922.87
919.88,923.48
920.48,924.08
921.08,924.68
921.68,925.29
922.28,925.89
922.89,926.49
923.49,927.09
924.09,927.7
924.69,928.3
925.29,928.9
925.89,929.51
926.5,930.11
927.1,930.71
927.7,931.32
928.3,931.92
928.9,932.52
929.51,933.12
930.11,933.73
930.71,934.33
931.31,934.93
931.91,935.54
932.51,936.14
933.12,936.74
933.72,937.34
934.32,937.95
934.92,938.55
935.52,939.15
936.12,939.76
936.73,940.36
937.33,940.96
937.93,941.57
938.53,942.17
939.13,942.77
939.73,943.37
940.34,943.98
940.94,944.58
941.54,945.18
942.14,945.79
942.74,946.39
943.34,946.99
943.95,947.59
944.55,948.2
945.15,948.8
945.75,949.4
946.35,950.01
946.95,950.61
947.56,951.21
948.16,951.81
948.76,952.42
949.36,953.02
949.96,953.62
950.56,954.23
951.17,954.83
951.77,955.43
952.37,956.03
952.97,956.64
953.57,957.24
954.17,957.84
954.78,958.45
955.38,959.05
955.98,959.65
956.58,960.25
957.18,960.86
957.78,961.46
958.39,962.06
958.99,962.66
959.59,963.27
960.19,963.87
960.79,964.47
961.39,965.08
961.99,965.68
962.6,966.28
963.2,966.88
963.8,967.49
964.4,968.09
965,968.69
965.6,969.3
966.21,969.9
966.81,970.5
967.41,971.1
968.01,971.71
968.61,972.31
969.21,972.91
969.81,973.51
970.42,974.12
971.02,974.72
971.62,975.32
972.22,975.93
972.82,976.53
973.42,977.13
974.03,977.73
974.63,978.34
975.23,978.94
975.83,979.54
976.43,980.14
977.03,980.75
977.63,981.35
978.24,981.95
978.84,982.55
979.44,983.16
980.04,983.76
980.64,984.36
981.24,984.97
981.84,985.57
982.45,986.17
983.05,986.77
983.65,987.38
984.25,987.98
984.85,988.58
985.45,989.18
986.05,989.79
986.66,990.39
987.26,990.99
987.86,991.59
988.46,992.2
989.06,992.8
989.66,993.4
990.26,994
990.87,994.61
991.47,995.21
992.07,995.81
992.67,996.41
993.27,997.02
993.87,997.62
994.47,998.22
995.07,998.82
995.68,999.43
996.28,1000
996.88,1000.6
997.48,1001.2
998.08,1001.8
998.68,1002.4
999.28,1003
999.89,1003.6
1000.5,1004.2
1001.1,1004.8
1001.7,1005.5
1002.3,1006.1
1002.9,1006.7
1003.5,1007.3
1004.1,1007.9
1004.7,1008.5
1005.3,1009.1
1005.9,1009.7
1006.5,1010.3
1007.1,1010.9
1007.7,1011.5
1008.3,1012.1
1008.9,1012.7
1009.5,1013.3
1010.1,1013.9
1010.7,1014.5
1011.3,1015.1
1011.9,1015.7
1012.5,1016.3
1013.1,1016.9
1013.7,1017.5
1014.3,1018.1
1014.9,1018.7
1015.5,1019.3
1016.1,1019.9
1016.7,1020.5
1017.3,1021.1
1017.9,1021.7
1018.5,1022.3
1019.1,1022.9
1019.7,1023.5
1020.3,1024.1
1020.9,1024.7
1021.5,1025.3
1022.1,1025.9
1022.7,1026.5
1023.3,1027.1
1023.9,1027.7
1024.5,1028.3
1025.1,1028.9
1025.7,1029.5
1026.3,1030.2
1026.9,1030.8
1027.5,1031.4
1028.1,1032
1028.7,1032.6
1029.3,1033.2
1029.9,1033.8
1030.5,1034.4
1031.1,1035
1031.7,1035.6
1032.4,1036.2
1033,1036.8
1033.6,1037.4
1034.2,1038
1034.8,1038.6
1035.4,1039.2
1036,1039.8
1036.6,1040.4
1037.2,1041
1037.8,1041.6
1038.4,1042.2
1039,1042.8
1039.6,1043.4
1040.2,1044
1040.8,1044.6
1041.4,1045.2
1042,1045.8
1042.6,1046.4
1043.2,1047
1043.8,1047.6
1044.4,1048.2
1045,1048.8
1045.6,1049.4
1046.2,1050
1046.8,1050.6
1047.4,1051.2
1048,1051.8
1048.6,1052.4
1049.2,1053
1049.8,1053.6
1050.4,1054.2
1051,1054.8
1051.6,1055.4
1052.2,1056
1052.8,1056.7
1053.4,1057.3
1054,1057.9
1054.6,1058.5
1055.2,1059.1
1055.8,1059.7
1056.4,1060.3
1057,1060.9
1057.6,1061.5
1058.2,1062.1
1058.8,1062.7
1059.4,1063.3
1060,1063.9
1060.6,1064.5
1061.2,1065.1
1061.8,1065.7
1062.4,1066.3
1063,1066.9
1063.6,1067.5
1064.2,1068.1
1064.8,1068.7
1065.4,1069.3
1066,1069.9
1066.6,1070.5
1067.2,1071.1
1067.8,1071.7
1068.4,1072.3
1069,1072.9
1069.6,1073.5
1070.2,1074.1
1070.8,1074.7
1071.4,1075.3
1072,1075.9
1072.6,1076.5
1073.2,1077.1
1073.8,1077.7
1074.4,1078.3
1075,1078.9
1075.6,1079.5
1076.2,1080.1
1076.8,1080.7
1077.4,1081.3
1078,1081.9
1078.6,1082.5
1079.2,1083.1
1079.8,1083.7
1080.4,1084.3
1081,1085
1081.6,1085.6
1082.2,1086.2
1082.8,1086.8
1083.4,1087.4
1084,1088
1084.6,1088.6
1085.2,1089.2
1085.8,1089.8
1086.4,1090.4
1087,1091
1087.6,1091.6
1088.2,1092.2
1088.8,1092.8
1089.4,1093.4
1090,1094
1090.6,1094.6
1091.2,1095.2
1091.8,1095.8
1092.4,1096.4
1093,1097
1093.6,1097.6
1094.2,1098.2
1094.8,1098.8
1095.4,1099.4
1096,1100
1096.6,1100.6
1097.2,1101.2
1097.8,1101.8
1098.4,1102.4
1099.1,1103
1099.7,1103.6
1100.3,1104.2
1100.9,1104.8
1101.5,1105.4
1102.1,1106
1102.7,1106.6
1103.3,1107.2
1103.9,1107.8
1104.5,1108.4
1105.1,1109
1105.7,1109.6
1106.3,1110.2
1106.9,1110.8
1107.5,1111.4
1108.1,1112
1108.7,1112.6
1109.3,1113.2
1109.9,1113.8
1110.5,1114.4
1111.1,1115
1111.7,1115.6
1112.3,1116.2
1112.9,1116.9
1113.5,1117.5
1114.1,1118.1
1114.7,1118.7
1115.3,1119.3
1115.9,1119.9
1116.5,1120.5
1117.1,1121.1
1117.7,1121.7
1118.3,1122.3
1118.9,1122.9
1119.5,1123.5
1120.1,1124.1
1120.7,1124.7
1121.3,1125.3
1121.9,1125.9
1122.5,1126.5
1123.1,1127.1
1123.7,1127.7
1124.3,1128.3
1124.9,1128.9
1125.5,1129.5
1126.1,1130.1
1126.7,1130.7
1127.3,1131.3
1127.9,1131.9
1128.5,1132.5
1129.1,1133.1
1129.7,1133.7
1130.3,1134.3
1130.9,1134.9
1131.5,1135.5
1132.1,1136.1
1132.7,1136.7
1133.3,1137.3
1133.9,1137.9
1134.5,1138.5
1135.1,1139.1
1135.7,1139.7
1136.3,1140.3
1136.9,1140.9
1137.5,1141.5
1138.1,1142.1
1138.7,1142.7
1139.3,1143.3
1139.9,1143.9
1140.5,1144.5
1141.1,1145.1
1141.7,1145.7
1142.3,1146.3
1142.9,1146.9
1143.5,1147.5
1144.1,1148.1
1144.7,1148.7
1145.3,1149.3
1145.9,1149.9
1146.5,1150.5
1147.1,1151.1
1147.7,1151.7
1148.3,1152.4
1148.9,1153
1149.5,1153.6
1150.1,1154.2
1150.7,1154.8
1151.3,1155.4
1151.9,1156
1152.5,1156.6
1153.1,1157.2
1153.7,1157.8
1154.3,1158.4
1154.9,1159
1155.5,1159.6
1156.1,1160.2
1156.7,1160.8
1157.3,1161.4
1157.9,1162
1158.5,1162.6
1159.1,1163.2
1159.7,1163.8
1160.3,1164.4
1160.9,1165
1161.5,1165.6
1162.1,1166.2
1162.7,1166.8
1163.3,1167.4
1163.9,1168
1164.5,1168.6
1165.1,1169.2
1165.7,1169.8
1166.3,1170.4
1166.9,1171
1167.5,1171.6
1168.1,1172.2
1168.7,1172.8
1169.3,1173.4
1169.9,1174
1170.5,1174.6
1171.1,1175.2
1171.7,1175.8
1172.3,1176.4
1172.9,1177
1173.5,1177.6
1174.1,1178.2
1174.7,1178.8
1175.3,1179.4
1175.9,1180
1176.5,1180.6
1177.1,1181.2
1177.7,1181.8
1178.3,1182.4
1178.9,1183
1179.5,1183.6
1180.1,1184.2
1180.7,1184.8
1181.3,1185.4
1181.9,1186
1182.5,1186.6
1183.1,1187.2
1183.7,1187.8
1184.3,1188.4
1184.9,1189
1185.5,1189.6
1186.1,1190.2
1186.7,1190.8
1187.3,1191.4
1187.9,1192
1188.5,1192.6
1189.1,1193.2
1189.7,1193.9
1190.3,1194.5
1190.9,1195.1
1191.5,1195.7
1192.1,1196.3
1192.7,1196.9
1193.3,1197.5
1193.9,1198.1
1194.5,1198.7
1195.1,1199.3
1195.7,1199.9
1196.3,1200.5
1196.9,1201.1
1197.5,1201.7
1198.1,1202.3
1198.7,1202.9
1199.3,1203.5
1199.9,1204.1
1200.5,1204.7
1201.1,1205.3
1201.7,1205.9
1202.3,1206.5
1202.9,1207.1
1203.5,1207.7
1204.1,1208.3
1204.7,1208.9
1205.3,1209.5
1205.9,1210.1
1206.5,1210.7
1207.1,1211.3
1207.7,1211.9
1208.3,1212.5
1208.9,1213.1
1209.5,1213.7
1210.1,1214.3
1210.7,1214.9
1211.3,1215.5
1211.9,1216.1
1212.5,1216.7
1213.1,1217.3
1213.7,1217.9
1214.3,1218.5
1214.9,1219.1
1215.5,1219.7
1216.1,1220.3
1216.7,1220.9
1217.3,1221.5
1217.9,1222.1
1218.5,1222.7
1219.1,1223.3
1219.7,1223.9
1220.3,1224.5
1220.9,1225.1
1221.5,1225.7
1222.1,1226.3
1222.7,1226.9
1223.3,1227.5
1223.9,1228.1
1224.5,1228.7
1225.1,1229.3
